ಹೊಮ್ಮರ,ೊಮ್ಮರ
ಹೊರಗಣ್ಣು,ೊರಗಣ್ಣು
ಹಳಸಿ,ಳಸಿ
ಹತ,ತ
ಹಿಂದೂಗಳಲ್ಲಿ,ಿಂದೂಗಳಲ್ಲಿ
ಹಿಞ್ಚಲನೆಗಳು,ಿಞ್ಚಲನೆಗಳು
ಹಿಙ್ಗಾರುಮಳೆ,ಿಙ್ಗಾರುಮಳೆ
ಹೇಸಿಗೆಗನಸು,ೇಸಿಗೆಗನಸು
ಹರಿಗೋಲು,ರಿಗೋಲು
ಹಿರಳೆಗಳು,ಿರಳೆಗಳು
ಹದಿಚುಕ್ಕೆಗಳು,ದಿಚುಕ್ಕೆಗಳು
ಹಣತರುವ,ಣತರುವ
ಹಂಸೋಹಂ,ಂಸೋಹಂ
ಹೀಮೋಗ್ಲೊಬಿನ್,ೀಮೋಗ್ಲೊಬಿನ್
ಹೊನ್ನಂಬು,ೊನ್ನಂಬು
ಹೆಬ್ಬೆರಗು,ೆಬ್ಬೆರಗು
ಹೇಳುವುದಾದರೆ,ೇಳುವುದಾದರೆ
ಹೋದಮೇಲೆ,ೋದಮೇಲೆ
ಹೊಸದಾಗಿರುವ,ೊಸದಾಗಿರುವ
ಹವ,ವ
ಹುಲ್ಲೆಗಳು,ುಲ್ಲೆಗಳು
ಹುಷಾರಿ,ುಷಾರಿ
ಹೇಳ್ವಿ,ೇಳ್ವಿ
ಹಟ್ಟಿಹಕ್ಕಲು,ಟ್ಟಿಹಕ್ಕಲು
ಹಿರಿಹಿರಿ,ಿರಿಹಿರಿ
ಹುಚ್ಚುಧೈರ್ಯ,ುಚ್ಚುಧೈರ್ಯ
ಹೊಙ್ಗೊಡೆ,ೊಙ್ಗೊಡೆ
ಹೇಸರಗತ್ತೆ,ೇಸರಗತ್ತೆ
ಹಲ್ಲುಗಾಲಿಗಳು,ಲ್ಲುಗಾಲಿಗಳು
ಹರಾಮಿಗಳು,ರಾಮಿಗಳು
ಹಬ್ಬುವಿಕೆಗಳು,ಬ್ಬುವಿಕೆಗಳು
ಹಾರಾಡಿಸು,ಾರಾಡಿಸು
ಹನ್ದದನ್ತೆ,ನ್ದದನ್ತೆ
ಹೇಳುವ,ೇಳುವ
ಹರಳುಹೊನ್ನೆ,ರಳುಹೊನ್ನೆ
ಹೇಳಿದರಲಾ,ೇಳಿದರಲಾ
ಹಲಗೆಗಳಿಗೆ,ಲಗೆಗಳಿಗೆ
ಹರಲಿಗರು,ರಲಿಗರು
ಹೈದರು,ೈದರು
ಹೆಣದಿನಿಗಳು,ೆಣದಿನಿಗಳು
ಹಣಗಳು,ಣಗಳು
ಹೊರಕುಳಿಗಳೆಶ್ಟು,ೊರಕುಳಿಗಳೆಶ್ಟು
ಹಾಲ್ದುಮ್ಬು,ಾಲ್ದುಮ್ಬು
ಹೂಡುವವ,ೂಡುವವ
ಹೆರ್ಗಡಿತಿ,ೆರ್ಗಡಿತಿ
ಹಾರನ್ನುಗಳು,ಾರನ್ನುಗಳು
ಹಿಗ್ಗಣ್ಣು,ಿಗ್ಗಣ್ಣು
ಹುಲಿಕೇರಮ್ಮ,ುಲಿಕೇರಮ್ಮ
ಹೆಗೆಡೆ,ೆಗೆಡೆ
ಹೆಳಹು,ೆಳಹು
ಹಿಡಿಗಲ್ಲು,ಿಡಿಗಲ್ಲು
ಹೇರಿಟ್ಟಿ,ೇರಿಟ್ಟಿ
ಹೆಣ್ಟೆಗೊದ್ದ,ೆಣ್ಟೆಗೊದ್ದ
ಹ೦ಡೆಯಿ೦ದ,೦ಡೆಯಿ೦ದ
ಹನೆಗರಿಗಳು,ನೆಗರಿಗಳು
ಹುಳಿಮಜ್ಜಿಗೆ,ುಳಿಮಜ್ಜಿಗೆ
ಹರವುವುದು,ರವುವುದು
ಹೆಣ್ಣಿಗೆ,ೆಣ್ಣಿಗೆ
ಹಾರಲು,ಾರಲು
ಹನಸು,ನಸು
ಹೊಟ್ಟ,ೊಟ್ಟ
ಹಾಗಿದೆ,ಾಗಿದೆ
ಹೇರಣಿಲ್ಗಳು,ೇರಣಿಲ್ಗಳು
ಹೇಹಗಳು,ೇಹಗಳು
ಹರಳಿಗ,ರಳಿಗ
ಹಚ್ಚಹಸುರುಗಳು,ಚ್ಚಹಸುರುಗಳು
ಹೊರವುಗಳು,ೊರವುಗಳು
ಹೊಸೆ,ೊಸೆ
ಹೊರೆದು,ೊರೆದು
ಹೂಗಾರ,ೂಗಾರ
ಹೊದಿಕೆ,ೊದಿಕೆ
ಹುಟ್ಟಿ,ುಟ್ಟಿ
ಹುಲಿಗಿಲ್ಗಳು,ುಲಿಗಿಲ್ಗಳು
ಹೂಣಿಗತನಗಳು,ೂಣಿಗತನಗಳು
ಹಿಮ್ಮಡ,ಿಮ್ಮಡ
ಹುಟ್ಟಿದ್ದು,,ುಟ್ಟಿದ್ದು,
ಹನಿಸುವವಳು,ನಿಸುವವಳು
ಹಿರಿಯಮರ್ದು,ಿರಿಯಮರ್ದು
ಹೊಳೆನರಸಿಪುರ.,ೊಳೆನರಸಿಪುರ.
ಹುಲ್ಲೇಕ,ುಲ್ಲೇಕ
ಹೊಟ್ಟೆಬಾಕತನದಿಂದ,ೊಟ್ಟೆಬಾಕತನದಿಂದ
ಹೆಬ್ಬಂ,ೆಬ್ಬಂ
ಹಾರಿಗೆ,ಾರಿಗೆ
ಹೊಂಚುಗಾರ,ೊಂಚುಗಾರ
ಹಞ್ಜರಗಳು,ಞ್ಜರಗಳು
ಹಿಂಗಯ್ಗಳು,ಿಂಗಯ್ಗಳು
ಹೆದರಿಸಬಾರದು,ೆದರಿಸಬಾರದು
ಹದರುಗಳು,ದರುಗಳು
ಹರಿಪ್ರಸಾದ್,ರಿಪ್ರಸಾದ್
ಹಾಗಲ,ಾಗಲ
ಹೆಣದನ್ಥ,ೆಣದನ್ಥ
ಹಾಲೋಗರಗಳು,ಾಲೋಗರಗಳು
ಹಳಿದಾರಿ,ಳಿದಾರಿ
ಹಾಂಗೆ,ಾಂಗೆ
ಹೆಕ್ಕಳಿ,ೆಕ್ಕಳಿ
ಹಿತಚಿನ್ತನೆ,ಿತಚಿನ್ತನೆ
ಹುಟ್ಟಿದವ,ುಟ್ಟಿದವ
ಹೊಂದಿಕೆಯಿಲ್ಲ,ೊಂದಿಕೆಯಿಲ್ಲ
ಹುಚ್ಚುತೊಣ್ಡೆ,ುಚ್ಚುತೊಣ್ಡೆ
ಹರಊರ,ರಊರ
ಹಿಮ್ಬೆದೆ,ಿಮ್ಬೆದೆ
ಹಿಂದೆನಿಲ್ಲು,ಿಂದೆನಿಲ್ಲು
ಹುಲಿಗಿಲಿ,ುಲಿಗಿಲಿ
ಹೊರಹೊಳಪುಗಳು,ೊರಹೊಳಪುಗಳು
ಹಲಸೇರುವಿಕೆ,ಲಸೇರುವಿಕೆ
ಹಸಿರುಬಣ್ಣದ,ಸಿರುಬಣ್ಣದ
ಹತ್ತುವುದು,,ತ್ತುವುದು,
ಹೋಮಿಸದ,ೋಮಿಸದ
ಹಸಿಗಡಿಗೆ,ಸಿಗಡಿಗೆ
ಹೊರಾಙ್ಗಣದ,ೊರಾಙ್ಗಣದ
ಹರಿತಾಲಿ,ರಿತಾಲಿ
ಹೊಮ್ಬೆಸರು,ೊಮ್ಬೆಸರು
ಹಸ್ತ್ಯಾದ್ರಿಗಳು,ಸ್ತ್ಯಾದ್ರಿಗಳು
ಹಣಕೊಡು,ಣಕೊಡು
ಹಿಂಸಾಪ್ರವೃತ್ತಿಯ,ಿಂಸಾಪ್ರವೃತ್ತಿಯ
ಹೊರಬಿದ್ದವನು,ೊರಬಿದ್ದವನು
ಹೆಂಪೇ,ೆಂಪೇ
ಹೇಳ್ಮೆಯೊಳಗೊಂಡ,ೇಳ್ಮೆಯೊಳಗೊಂಡ
ಹುಲಿಸು,ುಲಿಸು
ಹಾರ್ತಾಳ್,ಾರ್ತಾಳ್
ಹಳೆಯವಸ್ತು,ಳೆಯವಸ್ತು
ಹೆಚ್ಚಾಗಿತ್ತು,ೆಚ್ಚಾಗಿತ್ತು
ಹಸ್ತಾನ್ತರ,ಸ್ತಾನ್ತರ
ಹದಿಕೆಗಳು,ದಿಕೆಗಳು
ಹಿಂಡುಗ,ಿಂಡುಗ
ಹಗಲುದರೋಡೆಗಳು,ಗಲುದರೋಡೆಗಳು
ಹೊದಿಸಲು,ೊದಿಸಲು
ಹುಟ್ಟದ್ದು,ುಟ್ಟದ್ದು
ಹೊಕ್ಕಳ,ೊಕ್ಕಳ
ಹೆಣಕ್ಕೆ,ೆಣಕ್ಕೆ
ಹಿಮ್ಮಡಿಗಳು,ಿಮ್ಮಡಿಗಳು
ಹೊರಿಕೆಗಳು,ೊರಿಕೆಗಳು
ಹೆಣದಭೀತಿಗಳು,ೆಣದಭೀತಿಗಳು
ಹಾಲೂಡಿಗಳು,ಾಲೂಡಿಗಳು
ಹೊಗಳುತ್ತಿದ್ದರು,ೊಗಳುತ್ತಿದ್ದರು
ಹುಟ್ಟುಗಳಿಂದ,ುಟ್ಟುಗಳಿಂದ
ಹಲಗೆಯಂತ,ಲಗೆಯಂತ
ಹಗುರತನಗಳು,ಗುರತನಗಳು
ಹೊಸವೆಣ್ಗಳು,ೊಸವೆಣ್ಗಳು
ಹೋರಾಟಗೊಳ್,ೋರಾಟಗೊಳ್
ಹಿಂಡು,ಿಂಡು
ಹಾಳಾದವನು,ಾಳಾದವನು
ಹವಾಲತ್ತು,ವಾಲತ್ತು
ಹೊರಬಂ,ೊರಬಂ
ಹರುಷತೀರ್ಥರು,ರುಷತೀರ್ಥರು
ಹೂದೋಣ್ಟಗಳು,ೂದೋಣ್ಟಗಳು
ಹಲ್ಲುಮಸೆ,ಲ್ಲುಮಸೆ
ಹಾಲ್ಮೆಕ್ಕೆ,ಾಲ್ಮೆಕ್ಕೆ
ಹುಡುಗಿಯನ್ನು,ುಡುಗಿಯನ್ನು
ಹುಚ್ಚುಮಾತು,ುಚ್ಚುಮಾತು
ಹಾತ್‌ಬೇಡಿ,ಾತ್‌ಬೇಡಿ
ಹೊತ್ತಾಗಿ,ೊತ್ತಾಗಿ
ಹದುಳಿಗ,ದುಳಿಗ
ಹೊರಿಸು,ೊರಿಸು
ಹೊಮ್ಮೇರು,ೊಮ್ಮೇರು
ಹಾಡುಹಕ್ಕಿಯ,ಾಡುಹಕ್ಕಿಯ
ಹುಲಗಲಿಗಳು,ುಲಗಲಿಗಳು
ಹೊದ್ದಿಗೆಗಳು,ೊದ್ದಿಗೆಗಳು
ಹೊದರೊಡೆ,ೊದರೊಡೆ
ಹಚ್ಚಹಸಿ,ಚ್ಚಹಸಿ
ಹೂವಿನದಳದಂತೆ,ೂವಿನದಳದಂತೆ
ಹೊಂದಿರುತ್ತವೆ,ೊಂದಿರುತ್ತವೆ
ಹಸ್ತಮುದ್ರೆ,ಸ್ತಮುದ್ರೆ
ಹಾಯಿಕ್ಕು,ಾಯಿಕ್ಕು
ಹೊರತು,ೊರತು
ಹೆಚ್ಚುಕಡಮೆಯ,ೆಚ್ಚುಕಡಮೆಯ
ಹೊಂಗೇದಗೆಗಳು,ೊಂಗೇದಗೆಗಳು
ಹಾಲುಂಡೆಗಳು,ಾಲುಂಡೆಗಳು
ಹಾಕಿಕೊಳ್ಳಿ.,ಾಕಿಕೊಳ್ಳಿ.
ಹಿಗ್ಗಲುಕೊರೆ,ಿಗ್ಗಲುಕೊರೆ
ಹದ್ದಿನ,ದ್ದಿನ
ಹಿಂದುಮುಂದಾಗಿರುವುದು,ಿಂದುಮುಂದಾಗಿರುವುದು
ಹುದುಗುಹಾಕಿದ,ುದುಗುಹಾಕಿದ
ಹೋಲಿಕೆಯಿಲ್ಲದಿರುವಿಕೆ,ೋಲಿಕೆಯಿಲ್ಲದಿರುವಿಕೆ
ಹಂಗುಳಿಗಳು,ಂಗುಳಿಗಳು
ಹೊಲಸುಬಾಯಿ,ೊಲಸುಬಾಯಿ
ಹುಚ್ಚಿನ,ುಚ್ಚಿನ
ಹತ್ತಿಬಟ್ಟೆ,,ತ್ತಿಬಟ್ಟೆ,
ಹಲುದೆರೆ,ಲುದೆರೆ
ಹೋಗಾಡು,ೋಗಾಡು
ಹೊಗುವನ್ತೆ,ೊಗುವನ್ತೆ
ಹೊರಕಳಿಸು,ೊರಕಳಿಸು
ಹೊರಿಸುವಿಕೆ,ೊರಿಸುವಿಕೆ
ಹರುಷಣ,ರುಷಣ
ಹಾದಿಗಳು,ಾದಿಗಳು
ಹೊಂದಾಣಿಕೆಗೊಳಿಸು,ೊಂದಾಣಿಕೆಗೊಳಿಸು
ಹಸರುನೂಲಿಗೆ,ಸರುನೂಲಿಗೆ
ಹೊರಮಯ್ಯ,ೊರಮಯ್ಯ
ಹುಣ್ಗಳು,ುಣ್ಗಳು
ಹಾಡಾಡು,ಾಡಾಡು
ಹರಿಯುವುದಕ್ಕಾಗಿ,ರಿಯುವುದಕ್ಕಾಗಿ
ಹಾಲ್ದೆನೆಗಳು,ಾಲ್ದೆನೆಗಳು
ಹುಡುಕುನೀರ್,ುಡುಕುನೀರ್
ಹೊರಗಣಿಸು,ೊರಗಣಿಸು
ಹಿಂಗತ್ತು,ಿಂಗತ್ತು
ಹಟ್ಟಿಕಲ್ಲಮ್ಮ,ಟ್ಟಿಕಲ್ಲಮ್ಮ
ಹೊಪ್ಪಳಿಸು,ೊಪ್ಪಳಿಸು
ಹುಡುಕುಳಿಗಳು,ುಡುಕುಳಿಗಳು
ಹಡಗುಗಳ,ಡಗುಗಳ
ಹಿನ್ನೋಟದ,ಿನ್ನೋಟದ
ಹೊಂದಿದ್ದು,ೊಂದಿದ್ದು
ಹಿರಿಯದಾದ,ಿರಿಯದಾದ
ಹಳದಿಬಣ್ಣದ,ಳದಿಬಣ್ಣದ
ಹಲ್ಲಿಲ್ಲದವಳು,ಲ್ಲಿಲ್ಲದವಳು
ಹಿಂಸೆಗಳು,ಿಂಸೆಗಳು
ಹಿಡಿಗಲ್ಲುಗಳು,ಿಡಿಗಲ್ಲುಗಳು
ಹೊಸನೋಟಗಳು,ೊಸನೋಟಗಳು
ಹೊಳೆಗಳ,ೊಳೆಗಳ
ಹಣೆದನು,ಣೆದನು
ಹಾಡಿಕೆಯರಿಗರು,ಾಡಿಕೆಯರಿಗರು
ಹೊನ್ದಲಾಗದ,ೊನ್ದಲಾಗದ
ಹೇಷಿತಗಳು,ೇಷಿತಗಳು
ಹಿತವಾಗು,ಿತವಾಗು
ಹೊನ್ತಕಾರಿ,ೊನ್ತಕಾರಿ
ಹಲಮನ್ದಿಯುಳ್ಳ,ಲಮನ್ದಿಯುಳ್ಳ
ಹೊಯಿಕೆಯ್,ೊಯಿಕೆಯ್
ಹಿಮ್ಪಡೆತ,ಿಮ್ಪಡೆತ
ಹಿಗ್ಗುಮುಗ್ಗು,ಿಗ್ಗುಮುಗ್ಗು
ಹತ್ತಿದಾಗ,ತ್ತಿದಾಗ
ಹೋದವ,ೋದವ
ಹೊಡೆದರು.,ೊಡೆದರು.
ಹುಲ್ಲುಗಾಡು,ುಲ್ಲುಗಾಡು
ಹಸುವಿಗೆ,ಸುವಿಗೆ
ಹೊಸಬಗೆಗಳು,ೊಸಬಗೆಗಳು
ಹಾಲಿನಲ್ಲಿ,ಾಲಿನಲ್ಲಿ
ಹಿಡಿಬಿಟ್ಟಿಗಳು,ಿಡಿಬಿಟ್ಟಿಗಳು
ಹಸುಳೆದುಂಬಿ,ಸುಳೆದುಂಬಿ
ಹಙ್ಕಲುಗಳು,ಙ್ಕಲುಗಳು
ಹೆಬ್ಬುಲಿಗಳು,ೆಬ್ಬುಲಿಗಳು
ಹಿಮ್ಬಡಿತಗಳು,ಿಮ್ಬಡಿತಗಳು
ಹಂಸೆ,ಂಸೆ
ಹರಟೆಕೊಚ್ಚು,ರಟೆಕೊಚ್ಚು
ಹೋರೇವುಗಳು,ೋರೇವುಗಳು
ಹೊರವೀಡು,ೊರವೀಡು
ಹಿನ್ತೆಗೆದುಕೊಳ್ಳುವಿಕೆ,ಿನ್ತೆಗೆದುಕೊಳ್ಳುವಿಕೆ
ಹೆಡಮುರಿಗೆಕಟ್ಟು,ೆಡಮುರಿಗೆಕಟ್ಟು
ಹೆಗ್ಗ,ೆಗ್ಗ
ಹಕ್ಕುಕಾಪಿರುವ,ಕ್ಕುಕಾಪಿರುವ
ಹಳ್ಳಿಗಾಡು,ಳ್ಳಿಗಾಡು
ಹಳಿಹೊರುಗರು,ಳಿಹೊರುಗರು
ಹೂರಿಗೆಗಳು,ೂರಿಗೆಗಳು
ಹೆಸರೊರೆಗಳು,ೆಸರೊರೆಗಳು
ಹುಟ್ಟುಗಳು,ುಟ್ಟುಗಳು
ಹೊರಚ್ಚಿ,ೊರಚ್ಚಿ
ಹಸ್ತಕ್ಷೇಪಗಳು,ಸ್ತಕ್ಷೇಪಗಳು
ಹಸುದಾನ,ಸುದಾನ
ಹಸ್ತಾಕ್ಷರಂ,ಸ್ತಾಕ್ಷರಂ
ಹೇರೀಳೆ,ೇರೀಳೆ
ಹುದ್ದೆದಾರರು,ುದ್ದೆದಾರರು
ಹೆಣ್ಡೆ,ೆಣ್ಡೆ
ಹಣ್ಣೆಲೆ,ಣ್ಣೆಲೆ
ಹೊತ್ತಿಗೆಗಾಗುವಷ್ಟು,ೊತ್ತಿಗೆಗಾಗುವಷ್ಟು
ಹುಲುಸಾಗು,ುಲುಸಾಗು
ಹೊರಕೆಲಸ,ೊರಕೆಲಸ
ಹಾಗಲುಗಳು,ಾಗಲುಗಳು
ಹಲ್ಲಣ,ಲ್ಲಣ
ಹೊನ್ನಾಡುಗಳು,ೊನ್ನಾಡುಗಳು
ಹಿಂತಿಕ್ಕು,ಿಂತಿಕ್ಕು
ಹರಿಯನುಗ್ರಹಗಳು,ರಿಯನುಗ್ರಹಗಳು
ಹಾಳೆತೂಕಗಳು,ಾಳೆತೂಕಗಳು
ಹೆಗಲುಚೀಲ,ೆಗಲುಚೀಲ
ಹಕ್ಕೆದಲೆ,ಕ್ಕೆದಲೆ
ಹಾಕುತ್ತರೆ.,ಾಕುತ್ತರೆ.
ಹಿಗ್ಗಾಮುಗ್ಗ,ಿಗ್ಗಾಮುಗ್ಗ
ಹೂವುಕೋಸು,ೂವುಕೋಸು
ಹಿಡುಗಲುಗಳು,ಿಡುಗಲುಗಳು
ಹೋಗುತ್ತಿರಲಿಲ್ಲ,ೋಗುತ್ತಿರಲಿಲ್ಲ
ಹುಲ್ಲುಗದ್ದೆ,ುಲ್ಲುಗದ್ದೆ
ಹುಲಿಗೆ,ುಲಿಗೆ
ಹಮ್ಬಲಗಳು,ಮ್ಬಲಗಳು
ಹದುಡುಗಳು,ದುಡುಗಳು
ಹಟ್ಟಿಕಾರರು,ಟ್ಟಿಕಾರರು
ಹಗಿನಗಮ್ಪು,ಗಿನಗಮ್ಪು
ಹಾಕುತ್ತಾರೆ.,ಾಕುತ್ತಾರೆ.
ಹೊರಗಿಡು,ೊರಗಿಡು
ಹೊಂದಿಸುಗರು,ೊಂದಿಸುಗರು
ಹಿಡಿಕಲ,ಿಡಿಕಲ
ಹಲಗೆಗಳ,ಲಗೆಗಳ
ಹಾಸರೆ,ಾಸರೆ
ಹಾದರಗಳು,ಾದರಗಳು
ಹೊರೆಕಾರರು,ೊರೆಕಾರರು
ಹಿಡಿಗೋಲುಗಳು,ಿಡಿಗೋಲುಗಳು
ಹುತಾತ್ಮರ,ುತಾತ್ಮರ
ಹೇಮಕಶಿಪು,ೇಮಕಶಿಪು
ಹಿಮವಾಲುಕಗಳು,ಿಮವಾಲುಕಗಳು
ಹಾಸುಗಳೆ,ಾಸುಗಳೆ
ಹಿಟ್ಟುಮಾಡುವುದು,ಿಟ್ಟುಮಾಡುವುದು
ಹರಿದಶ್ವಗಳು,ರಿದಶ್ವಗಳು
ಹೊಣಕೆಗಳು,ೊಣಕೆಗಳು
ಹಿಂದುಳಿದ,ಿಂದುಳಿದ
ಹೊಜು...ನೊಡ್ರೋ..,ೊಜು...ನೊಡ್ರೋ..
ಹರಡಿಕೊಂಡ,ರಡಿಕೊಂಡ
ಹಸುರಾದ,ಸುರಾದ
ಹರ್ಮ್ಯ,ರ್ಮ್ಯ
ಹೇನು,ೇನು
ಹೇವರಿಸು,ೇವರಿಸು
ಹೋಲಿ,ೋಲಿ
ಹೇನುಗಳು,ೇನುಗಳು
ಹಾಯಿಕು,ಾಯಿಕು
ಹಳಹಳಿಸು=,ಳಹಳಿಸು=
ಹೊನ್ತ,ೊನ್ತ
ಹಿಂದಟ್ಟಿಕೊಂಡು,ಿಂದಟ್ಟಿಕೊಂಡು
ಹೊಂದಿಕೊಂಡ,ೊಂದಿಕೊಂಡ
ಹಿನ್ನೆಣಿಕೆಗಳು,ಿನ್ನೆಣಿಕೆಗಳು
ಹದಮಿಶ್ರಣಗಳು,ದಮಿಶ್ರಣಗಳು
ಹೆಡ್ಡುನಡತೆಗಳು,ೆಡ್ಡುನಡತೆಗಳು
ಹೊರಡಲು,ೊರಡಲು
ಹೆಂಗಳರೆಗಳು,ೆಂಗಳರೆಗಳು
ಹಿನ್ನೆಗೆತ,ಿನ್ನೆಗೆತ
ಹಡಕು,ಡಕು
ಹತಾಶೆಯ,ತಾಶೆಯ
ಹಾಯಿಸುವುದು,ಾಯಿಸುವುದು
ಹಿರಿಮೆಯನ್ನು,ಿರಿಮೆಯನ್ನು
ಹೊಕ್ಕುಳಿಗಳು,ೊಕ್ಕುಳಿಗಳು
ಹಿಮಸರಳು,ಿಮಸರಳು
ಹೊರಗುತ್ತಿಗೆ,ೊರಗುತ್ತಿಗೆ
ಹೃಷೀಕ,ೃಷೀಕ
ಹೆಗ್ಗಾಡು,ೆಗ್ಗಾಡು
ಹಸಿದಿರುವ,ಸಿದಿರುವ
ಹೇಮನ್ತ,ೇಮನ್ತ
ಹುಳಿಮಾಡುಕ,ುಳಿಮಾಡುಕ
ಹುಟ್ಟಿದವರೆಂದು,ುಟ್ಟಿದವರೆಂದು
ಹೇಳುಗ,ೇಳುಗ
ಹುಲ್ಲುಗಾರ,ುಲ್ಲುಗಾರ
ಹರಿಗೆ,ರಿಗೆ
ಹಾವುಗಳ,ಾವುಗಳ
ಹೆಣಹೊರುಗ,ೆಣಹೊರುಗ
ಹುರಿಕಡಲೆ,,ುರಿಕಡಲೆ,
ಹೆಸರಾನ್ತ,ೆಸರಾನ್ತ
ಹೊಕ್ಕಳುಬಳ್ಳಿಗಳು,ೊಕ್ಕಳುಬಳ್ಳಿಗಳು
ಹರಿದುಬರುವ,ರಿದುಬರುವ
ಹೇಮಚೇಲ,ೇಮಚೇಲ
ಹೊಡೆಯಲ್ಪಡದ,ೊಡೆಯಲ್ಪಡದ
ಹಾಲಕ್ಕಿ,,ಾಲಕ್ಕಿ,
ಹಿಮವಂತ,,ಿಮವಂತ,
ಹಣಹೂಡಿಕೆಗಳು,ಣಹೂಡಿಕೆಗಳು
ಹದಿನೆಣ್ಟು,ದಿನೆಣ್ಟು
ಹೆಗ್ಗತ್ತಿ,ೆಗ್ಗತ್ತಿ
ಹಸುಮಗ,ಸುಮಗ
ಹೊರಹೀರು,ೊರಹೀರು
ಹೃತ್ತಾಪ,ೃತ್ತಾಪ
ಹೇಣ್ಟೆರು,ೇಣ್ಟೆರು
ಹೆದ್ದಟ್ಟುಗಳು,ೆದ್ದಟ್ಟುಗಳು
ಹಸ್ತಕೌಶಲ,ಸ್ತಕೌಶಲ
ಹಸ್ತಕಂಕಣ,ಸ್ತಕಂಕಣ
ಹಿರೇಬೀದಿಗಳು,ಿರೇಬೀದಿಗಳು
ಹನಿಮಳೆ,ನಿಮಳೆ
ಹರಣವಲ್ಲಬರು,ರಣವಲ್ಲಬರು
ಹಿಂಗತೆಗಳು,ಿಂಗತೆಗಳು
ಹಸನ್ಮುಖರು,ಸನ್ಮುಖರು
ಹಿನ್ದಿರುಗುವುದು,ಿನ್ದಿರುಗುವುದು
ಹೆಚ್ಚಾಳು,ೆಚ್ಚಾಳು
ಹುರಗಳು,ುರಗಳು
ಹುಚ್ಚುಕಬ್ಬು,ುಚ್ಚುಕಬ್ಬು
ಹೈತಿಗೆ,ೈತಿಗೆ
ಹತ್ತಿಕೊಂಡಂತೆ,ತ್ತಿಕೊಂಡಂತೆ
ಹತ್ತನೇ,ತ್ತನೇ
ಹೊರಹೊಮ್ಮಿದ,ೊರಹೊಮ್ಮಿದ
ಹಾಸರೆಗಲ್ಲುಗಳು,ಾಸರೆಗಲ್ಲುಗಳು
ಹಾರ್ದಿಕವಾದ,ಾರ್ದಿಕವಾದ
ಹೆಬ್ಬಿಸಿಲುಗಳು,ೆಬ್ಬಿಸಿಲುಗಳು
ಹೆಣ್ತನವಿಲ್ಲದ,ೆಣ್ತನವಿಲ್ಲದ
ಹರಿಣಾಕ್ಷ,ರಿಣಾಕ್ಷ
ಹಮ್ಮುಗೆಗಾರರುಗಳು,ಮ್ಮುಗೆಗಾರರುಗಳು
ಹೊಗರಿಲಿಕೆಂಗಣ,ೊಗರಿಲಿಕೆಂಗಣ
ಹೊಯ್ಗಾಳಿ,ೊಯ್ಗಾಳಿ
ಹಾಟಕವಸನಗಳು,ಾಟಕವಸನಗಳು
ಹೊರಪಾಳೆಯ,ೊರಪಾಳೆಯ
ಹುಡುಕಾಟಗಳು,ುಡುಕಾಟಗಳು
ಹೋಗ್ಯಾಳ್ರಿ,ೋಗ್ಯಾಳ್ರಿ
ಹಿಂಗ,ಿಂಗ
ಹಂತಹಂತವಾಗಿ,ಂತಹಂತವಾಗಿ
ಹೊಲಸಾದವನು,ೊಲಸಾದವನು
ಹಾಸುಗೆ,,ಾಸುಗೆ,
ಹೆಡ್ಡರು,ೆಡ್ಡರು
ಹಞ್ಚಿಕಡ್ಡಿ,ಞ್ಚಿಕಡ್ಡಿ
ಹೋಡುಗಾರರು,ೋಡುಗಾರರು
ಹರಗು,ರಗು
ಹೊಂಗಿಸು,ೊಂಗಿಸು
ಹುರುಳು,ುರುಳು
ಹುಷಾರಾಗಿ,ುಷಾರಾಗಿ
ಹಚ್ಚಿಕೊಂಡಳು,ಚ್ಚಿಕೊಂಡಳು
ಹಣೆಬರಹ,ಣೆಬರಹ
ಹತ್ತಿರವಾದುದು,ತ್ತಿರವಾದುದು
ಹುಡಿಹುಲ್ಲು,ುಡಿಹುಲ್ಲು
ಹಸಿವೆ,ಸಿವೆ
ಹೊಗರೊಗು,ೊಗರೊಗು
ಹೊಸತಿಲುಗಳು,ೊಸತಿಲುಗಳು
ಹೊರಬಿಡುವಿಕೆ,ೊರಬಿಡುವಿಕೆ
ಹುಡುಗತನಗಳು,ುಡುಗತನಗಳು
ಹೋಗಿದ್ದೆ.,ೋಗಿದ್ದೆ.
ಹುಡುಗಾಟಗಳು,ುಡುಗಾಟಗಳು
ಹಿಗ್ಗಲು,ಿಗ್ಗಲು
ಹೆಡ್ಡ,,ೆಡ್ಡ,
ಹೊಚ್ಚಿ,ೊಚ್ಚಿ
ಹಾಯನ,ಾಯನ
ಹಂಗಿಗೆ,ಂಗಿಗೆ
ಹೆಣ್ಣುಗಿಳಿ,ೆಣ್ಣುಗಿಳಿ
ಹುಗುರ,ುಗುರ
ಹೊಟ್ಟೆಗುಡರು,ೊಟ್ಟೆಗುಡರು
ಹೇಳುವಂತೆ,ೇಳುವಂತೆ
ಹೊನ್ನವಸ್ತ್ರಗಳು,ೊನ್ನವಸ್ತ್ರಗಳು
ಹೂಕೆರೆ,ೂಕೆರೆ
ಹೊಸಬಾಳುಗಳು,ೊಸಬಾಳುಗಳು
ಹೊರಹೋಗುವ,ೊರಹೋಗುವ
ಹೊಲ್ಲದು,ೊಲ್ಲದು
