ಪಾಶವೀಕೃತ್ಯ,ಾಶವೀಕೃತ್ಯ
ಪೂರ್ವಾಹ್ನ,ೂರ್ವಾಹ್ನ
ಪಂಚವಣ್ಣಿ,ಂಚವಣ್ಣಿ
ಪ್ರಖ್ಯಾತನಾಗು,್ರಖ್ಯಾತನಾಗು
ಪುರೋಬಾಗ,ುರೋಬಾಗ
ಪಾರು,ಾರು
ಪೆಚ್ಚಾಗಿಸು,ೆಚ್ಚಾಗಿಸು
ಪಸುರ್ಗಲ್ಲು,ಸುರ್ಗಲ್ಲು
ಪೆಂಪುಂಗಾರ,ೆಂಪುಂಗಾರ
ಪ್ರತಿಬಾಶಾಲಿ,್ರತಿಬಾಶಾಲಿ
ಪನ್ದರ,ನ್ದರ
ಪವಿತ್ರಗೊಳಿಸು,,ವಿತ್ರಗೊಳಿಸು,
ಪಾಯ್ಕು,ಾಯ್ಕು
ಪಾರುಗಣ್,ಾರುಗಣ್
ಪೇಂಟರ್,ೇಂಟರ್
ಪಂಚ್‌,ಂಚ್‌
ಪೂರ್ವಸ್ಥಿತಿ,ೂರ್ವಸ್ಥಿತಿ
ಪರಿಜ್ಞಾನ,ರಿಜ್ಞಾನ
ಪರಾಕು,ರಾಕು
ಪೇರೀಳೆ,ೇರೀಳೆ
ಪರವರ್ಷ,ರವರ್ಷ
ಪರುಟ,ರುಟ
ಪುಸ್ತಕಗಳಿಗೆ,ುಸ್ತಕಗಳಿಗೆ
ಪ್ಲೇಸ್ಹೋಲ್ಡರ್,್ಲೇಸ್ಹೋಲ್ಡರ್
ಪೆಂಡೆಯ,ೆಂಡೆಯ
ಪ್ರದೇಶಗಳನ್ನು,್ರದೇಶಗಳನ್ನು
ಪರಿತ್ಯಜಿಸುವವನು,ರಿತ್ಯಜಿಸುವವನು
ಪಿಞ್ಚ,ಿಞ್ಚ
ಪಣಿಯಾಲ,ಣಿಯಾಲ
ಪಕ್ಷಿಗಳನ್ನು,ಕ್ಷಿಗಳನ್ನು
ಪೀಡೆಯು,ೀಡೆಯು
ಪೊಯಿಸು,ೊಯಿಸು
ಪ್ರಮುಕವಲ್ಲದ,್ರಮುಕವಲ್ಲದ
ಪೂರಯ್ಕೆಮಾಡು,ೂರಯ್ಕೆಮಾಡು
ಪಡಿಹಾರಗಳು,ಡಿಹಾರಗಳು
ಪ್ರಾರಂಭಿಸಿದ,್ರಾರಂಭಿಸಿದ
ಪಾಠಶಾಲೆಯಲ್ಲಿ,ಾಠಶಾಲೆಯಲ್ಲಿ
ಪ್ರಳಾಪ,್ರಳಾಪ
ಪದ್ಮಮುಖಿ,ದ್ಮಮುಖಿ
ಪೇಕುಳಿನಾಯ್ಗಳು,ೇಕುಳಿನಾಯ್ಗಳು
ಪಾವಿತ್ರ್ಯಗಳು,ಾವಿತ್ರ್ಯಗಳು
ಪ್ರಯೋಜನವಾಗು,್ರಯೋಜನವಾಗು
ಪೆಗ್ಗ,ೆಗ್ಗ
ಪಕ್ಷಾಭಿಮಾನಿಗಳು,ಕ್ಷಾಭಿಮಾನಿಗಳು
ಪ್ರವೇಶಮು,್ರವೇಶಮು
ಪ್ರಗಟ್ಟ,್ರಗಟ್ಟ
ಪ್ರತಿಪಲದ,್ರತಿಪಲದ
ಪೊಳಲಿಗನಾಗಿಸು,ೊಳಲಿಗನಾಗಿಸು
ಪರಕಾರಗಳು,ರಕಾರಗಳು
ಪದಾತಿಗಳು,ದಾತಿಗಳು
ಪುಸ್ತಕದ,ುಸ್ತಕದ
ಪದಲೋಪ,ದಲೋಪ
ಪೊಂಬುಟ್ಟಿಗಳು,ೊಂಬುಟ್ಟಿಗಳು
ಪಲ್ಮುರಿ,ಲ್ಮುರಿ
ಪೆದ್ದುಕೆಲಸ,ೆದ್ದುಕೆಲಸ
ಪುದುವಾಳ್,ುದುವಾಳ್
ಪ್ರಕಟಣೆ,್ರಕಟಣೆ
ಪಾಣ್ಡಿತ್ಯವುಳ್ಳವ,ಾಣ್ಡಿತ್ಯವುಳ್ಳವ
ಪರಾಕ್ರಮಿ,ರಾಕ್ರಮಿ
ಪಡಪು,ಡಪು
ಪರಿಚಯಗಳು,ರಿಚಯಗಳು
ಪೂಚೆಣ್ಡು,ೂಚೆಣ್ಡು
ಪ್ರಾಕ್ತನವಾದಿ,್ರಾಕ್ತನವಾದಿ
ಪೂಜ್ಯಗೊಳಿಸು,ೂಜ್ಯಗೊಳಿಸು
ಪ್ರಜ್ಞೆ,,್ರಜ್ಞೆ,
ಪನ್ನೆರಡು,ನ್ನೆರಡು
ಪಡಪುಳ್ಳಗಳು,ಡಪುಳ್ಳಗಳು
ಪೊರ್ಕುಳಿವುಗು,ೊರ್ಕುಳಿವುಗು
ಪದತಿರುಳು,ದತಿರುಳು
ಪೆಟ್ಟಿಗೆಯಙ್ಗಡಿಗಳು,ೆಟ್ಟಿಗೆಯಙ್ಗಡಿಗಳು
ಪಶಿಮೆ,ಶಿಮೆ
ಪುಂಡಾಟಿಕೆಯ,ುಂಡಾಟಿಕೆಯ
ಪಂಚಸುಗಂಧ,ಂಚಸುಗಂಧ
ಪಠ್ಯಸೂಚಿ,ಠ್ಯಸೂಚಿ
ಪುಸ್ತಿಕಾ,ುಸ್ತಿಕಾ
ಪ್ರಾಪಂಚಿಕತೆ,್ರಾಪಂಚಿಕತೆ
ಪ್ರತಿನಿದಿಯಾಗಿರು,್ರತಿನಿದಿಯಾಗಿರು
ಪುಟ್ಟಿಗೆ,ುಟ್ಟಿಗೆ
ಪ್ರಾರ್ತಿಸು,್ರಾರ್ತಿಸು
ಪುರಿವಿಳಙ್ಗಾಯಿ,ುರಿವಿಳಙ್ಗಾಯಿ
ಪನ್ನಸಿ,ನ್ನಸಿ
ಪೆಡೆಮಣಿ,ೆಡೆಮಣಿ
ಪ್ರವೃದ್ದ,್ರವೃದ್ದ
ಪು೦ಡಿನಾರಿನ,ು೦ಡಿನಾರಿನ
ಪುಟಗಳು,ುಟಗಳು
ಪಲಂಗ,ಲಂಗ
ಪಣಜಿ,ಣಜಿ
ಪೊನ್ನೆರೆಯ,ೊನ್ನೆರೆಯ
ಪೊಟ್ಟು,ೊಟ್ಟು
ಪಟುತ್ವಗಳು,ಟುತ್ವಗಳು
ಪೊಲ್ಲಗೆಯ್,ೊಲ್ಲಗೆಯ್
ಪೆರ್ಬಡೆ,ೆರ್ಬಡೆ
ಪಂತ,ಂತ
ಪುಣುಜು,ುಣುಜು
ಪರದು,ರದು
ಪುರಾವೆಗಳಿಂದ,ುರಾವೆಗಳಿಂದ
ಪ್ರೋತ್ಸಾಹದೊಂದಿಗೆ,್ರೋತ್ಸಾಹದೊಂದಿಗೆ
ಪಟಿಙ್ಗಗಳು,ಟಿಙ್ಗಗಳು
ಪರಮಗುರಿ,ರಮಗುರಿ
ಪಂಚಲಕ್ಷಣ,ಂಚಲಕ್ಷಣ
ಪರಿಗಣಿತ,ರಿಗಣಿತ
ಪೊದೆಗಿಡ,ೊದೆಗಿಡ
ಪಾಡುಗಾರ,ಾಡುಗಾರ
ಪಯೋಜಸಮ್ಭವ,ಯೋಜಸಮ್ಭವ
ಪಂಚತಂತ್ರದಲ್ಲಿ,ಂಚತಂತ್ರದಲ್ಲಿ
ಪೊಱಸು,ೊಱಸು
ಪರೆಯನ್ನು,ರೆಯನ್ನು
ಪೇರಾನೆಗಳು,ೇರಾನೆಗಳು
ಪಚ್ಚೋಲೆ,ಚ್ಚೋಲೆ
ಪಂದಿದಲೆ,ಂದಿದಲೆ
ಪ್ರಕ್ರಿಯೆಗೆ,್ರಕ್ರಿಯೆಗೆ
ಪೊರ್ದಿಗೆ,ೊರ್ದಿಗೆ
ಪೇರಾಳು,ೇರಾಳು
ಪ್ರದಾನಸಚಿವ,್ರದಾನಸಚಿವ
ಪೂಜಾಸಾಧನವಾದ,ೂಜಾಸಾಧನವಾದ
ಪುರುಷಾಂಗಗಳು,ುರುಷಾಂಗಗಳು
ಪಾಂಡುಚ್ಛತ್ರ,ಾಂಡುಚ್ಛತ್ರ
ಪೊಗರೇ,ೊಗರೇ
ಪರಿಣತನಾದವನು,ರಿಣತನಾದವನು
ಪಂಚುಗೆ,ಂಚುಗೆ
ಪಿಡಿಸು,ಿಡಿಸು
ಪಡೆದುಕೊಂಡ,ಡೆದುಕೊಂಡ
ಪಞ್ಜುಗಳು,ಞ್ಜುಗಳು
ಪ್ರೌಢಾವಸ್ಥೆಯನ್ನು,್ರೌಢಾವಸ್ಥೆಯನ್ನು
ಪೆರ್ಜುಂಕ,ೆರ್ಜುಂಕ
ಪಂಚಾವಯವ,ಂಚಾವಯವ
ಪ್ರಿಯ,,್ರಿಯ,
ಪಳುಂಕು,ಳುಂಕು
ಪೊಡೆಚೆಂಡು,ೊಡೆಚೆಂಡು
ಪೈರಣೆ,ೈರಣೆ
ಪ್ರಾಥಮ್ಯ,್ರಾಥಮ್ಯ
ಪೆರ್ಮಳೆ,ೆರ್ಮಳೆ
ಪೊಲೆವಡು,ೊಲೆವಡು
ಪಟ್ಟಣಗಾರ,ಟ್ಟಣಗಾರ
ಪಿಣ್ಡಿಕೆ,ಿಣ್ಡಿಕೆ
ಪರಮ್ಬೋಕುಗಳು,ರಮ್ಬೋಕುಗಳು
ಪ್ರತ್ಯಾಹಾರ,್ರತ್ಯಾಹಾರ
ಪುಷ್ಪಕವಿಮಾನ,ುಷ್ಪಕವಿಮಾನ
ಪೋಲ್ಟೀಸ್,ೋಲ್ಟೀಸ್
ಪುಲಿಕೇಶಿ,ುಲಿಕೇಶಿ
ಪಲಿಸು,ಲಿಸು
ಪೇರ್ಕಲಿಮನೆ,ೇರ್ಕಲಿಮನೆ
ಪ್ರಶ್ನವ್ಯಾಕರಣಾಂಗ,್ರಶ್ನವ್ಯಾಕರಣಾಂಗ
ಪಟ್ಟ,ಟ್ಟ
ಪಾತ್ರೆಯೊಳಗೆ,ಾತ್ರೆಯೊಳಗೆ
ಪಿನ್ದೈದು,ಿನ್ದೈದು
ಪುಂಡಾಟಿಕೆ,ುಂಡಾಟಿಕೆ
ಪ್ರತಿಭಾವನ್ತ,್ರತಿಭಾವನ್ತ
ಪಠ್ಯಕ್ರಮಗಳು,ಠ್ಯಕ್ರಮಗಳು
ಪಡಿಯದೆ,ಡಿಯದೆ
ಪೋಲಿಗಳು,ೋಲಿಗಳು
ಪ್ರಚೋದನೆಗಳು,್ರಚೋದನೆಗಳು
ಪ್ರತಿಬಾಶಾಲಿಯಾದ,್ರತಿಬಾಶಾಲಿಯಾದ
ಪೊಸಕೆರೆ,ೊಸಕೆರೆ
ಪಲಮಾತು,ಲಮಾತು
ಪ್ರಜಾಹಕ್ಕನ್ನು,್ರಜಾಹಕ್ಕನ್ನು
ಪೋಲುಮಾಡು,ೋಲುಮಾಡು
ಪೊರೆಯೆತ್ತು,ೊರೆಯೆತ್ತು
ಪ್ರಾಣರೋಧ,್ರಾಣರೋಧ
ಪಡಳಿಕೆ,ಡಳಿಕೆ
ಪ್ರಯಾಸದ,್ರಯಾಸದ
ಪೇರಣಿಲ್,ೇರಣಿಲ್
ಪಿಸುಮಾತುಗಳು,ಿಸುಮಾತುಗಳು
ಪುನಸ್ಸಿದ್ದತೆ,ುನಸ್ಸಿದ್ದತೆ
ಪಾವಸೆಗೊಳ್,ಾವಸೆಗೊಳ್
ಪರಮಾವದಿ,ರಮಾವದಿ
ಪ್ರಾರಂಬಿಸಿದವನು,್ರಾರಂಬಿಸಿದವನು
ಪವ್ಣ್ಡಿ,ವ್ಣ್ಡಿ
ಪುನಸ್ಸಙ್ಗಟಿಸು,ುನಸ್ಸಙ್ಗಟಿಸು
ಪಾವಲಿ,ಾವಲಿ
ಪ್ರಾರ್ತಿಸಿಕೊ,್ರಾರ್ತಿಸಿಕೊ
ಪುಣೆ,ುಣೆ
ಪರಿದೊವಲ್,ರಿದೊವಲ್
ಪೊದಕೆ,ೊದಕೆ
ಪಮ್ಪ,ಮ್ಪ
ಪ್ರವರ್ದನ,್ರವರ್ದನ
ಪ್ಲೇಗು,,್ಲೇಗು,
ಪವ್ರೋಹಿತ್ಯ,ವ್ರೋಹಿತ್ಯ
ಪಡಿಯರ,ಡಿಯರ
ಪಟಿಂಗತನದ,ಟಿಂಗತನದ
ಪಡೆಮುಂಚ,ಡೆಮುಂಚ
ಪಾಲ್ಮರ,ಾಲ್ಮರ
ಪವಾಡಿ,ವಾಡಿ
ಪೊರಪೊರಸು,ೊರಪೊರಸು
ಪಾತ್ರನಾದನು.,ಾತ್ರನಾದನು.
ಪೊಂಕಗೆಡು,ೊಂಕಗೆಡು
ಪಾೞು,ಾೞು
ಪೆಂಡಿತಿ,ೆಂಡಿತಿ
ಪೇಟೆ,ೇಟೆ
ಪುನರ್ಮುದ್ರಣ,ುನರ್ಮುದ್ರಣ
ಪರಟೆಗಳು,ರಟೆಗಳು
ಪೋಷಿಸು,ೋಷಿಸು
ಪನ್ತಗಾರ,ನ್ತಗಾರ
ಪನ್ನಗಭೂಷಣ,ನ್ನಗಭೂಷಣ
ಪದಬನ್ದಗಳು,ದಬನ್ದಗಳು
ಪೊಳ್ತಡ,ೊಳ್ತಡ
ಪರಿಕಾಲ್,ರಿಕಾಲ್
ಪೊಳೆಪು,ೊಳೆಪು
ಪರಮಾನಂದವನ್ನುಂಟುಮಾಡು,ರಮಾನಂದವನ್ನುಂಟುಮಾಡು
ಪಂಚಸೂನಗಳು,ಂಚಸೂನಗಳು
ಪಾರ್ಥವ,ಾರ್ಥವ
ಪಡೆಗಳು,ಡೆಗಳು
ಪಿಳ್ಳಂಜುಟ್ಟು,ಿಳ್ಳಂಜುಟ್ಟು
ಪಡಿಯಱವಕ್ಕಿ,ಡಿಯಱವಕ್ಕಿ
ಪಕ್ಷಿ,ಕ್ಷಿ
ಪರ್,ರ್
ಪಟಿಸು,ಟಿಸು
ಪೊರ್ದುಗೆವೆರು,ೊರ್ದುಗೆವೆರು
ಪಡಲ್ವಡು,ಡಲ್ವಡು
ಪಲವೋದು,ಲವೋದು
ಪರಿಜೆ,ರಿಜೆ
ಪರಮಶಿವನ,ರಮಶಿವನ
ಪೊಲ್ಲನುಡಿ,ೊಲ್ಲನುಡಿ
ಪದವಾರಿಜ,ದವಾರಿಜ
ಪೊಟ್ಟಳಙ್ಗಟ್ಟು,ೊಟ್ಟಳಙ್ಗಟ್ಟು
ಪ್ರಜಾಧಿಪತ್ಯ,್ರಜಾಧಿಪತ್ಯ
ಪುರುಷಾಂಗ,ುರುಷಾಂಗ
ಪೊರಿ,ೊರಿ
ಪಂಚತೆ,ಂಚತೆ
ಪದಾನ್ದತೆಗಳು,ದಾನ್ದತೆಗಳು
ಪಣಿಪ,ಣಿಪ
ಪ್ರಾರಂಬಿಕ,್ರಾರಂಬಿಕ
ಪ್ರಾವೃತ,್ರಾವೃತ
ಪರಿದರ್ಶಕ,ರಿದರ್ಶಕ
ಪಾಂಡುಕಂಬಳ,ಾಂಡುಕಂಬಳ
ಪರ್ಚುಗೊಡು,ರ್ಚುಗೊಡು
ಪಾರ್ಥಿವತ್ವ,ಾರ್ಥಿವತ್ವ
ಪೋಪ್‌ಗೆ,ೋಪ್‌ಗೆ
ಪಾಳ್ಬಾವಿ,ಾಳ್ಬಾವಿ
ಪಿಣಿಲು,ಿಣಿಲು
ಪಾಯಖಾನೆಯ,ಾಯಖಾನೆಯ
ಪೂಸಿಕೊಳ್,ೂಸಿಕೊಳ್
ಪೋಟಿಗಳು,ೋಟಿಗಳು
ಪೆಟ್ಟನ್ನು,ೆಟ್ಟನ್ನು
ಪಕ್ಷಾತೀತಗಳು,ಕ್ಷಾತೀತಗಳು
ಪೀನಾಸಿಯಾದ,ೀನಾಸಿಯಾದ
ಪತ್ತಣ,ತ್ತಣ
ಪೆರ್ಬರಹಗಳು,ೆರ್ಬರಹಗಳು
ಪ್ರಾಗ್ಜೀವಿ,್ರಾಗ್ಜೀವಿ
ಪೂಣ್ಕೆಗಯ್,ೂಣ್ಕೆಗಯ್
ಪಂಚಭಕ್ಷ್ಯಗಳು,ಂಚಭಕ್ಷ್ಯಗಳು
ಪೂವಡಿಗ,ೂವಡಿಗ
ಪರಾದೀನ,ರಾದೀನ
ಪೊಮ್ಬಾಗಿಲ್,ೊಮ್ಬಾಗಿಲ್
ಪಾರಂಗತಗಳು,ಾರಂಗತಗಳು
ಪರಮಾಯಿಶಿ,ರಮಾಯಿಶಿ
ಪಾಂಡುಪಲ್ಲಿ,ಾಂಡುಪಲ್ಲಿ
ಪಾಯ್ಸು,ಾಯ್ಸು
ಪ್ರತಿಗಾತ,್ರತಿಗಾತ
ಪಟವಾೞಿ,ಟವಾೞಿ
ಪ್ರೆತವನ್ನು,್ರೆತವನ್ನು
ಪ್ರೋಗ್ರಾಮ್,್ರೋಗ್ರಾಮ್
ಪಿತೂರಿ,ಿತೂರಿ
ಪುಸ್ತ,ುಸ್ತ
ಪಕ್ಷಾಂತರಗಾರ,ಕ್ಷಾಂತರಗಾರ
ಪ್ರತಿಪಾದಕಗಳು,್ರತಿಪಾದಕಗಳು
ಪಾರ್ಥನಾತನ,ಾರ್ಥನಾತನ
ಪರಿಷ್ವಂಗ,ರಿಷ್ವಂಗ
ಪುಲಿಗಿಲು,ುಲಿಗಿಲು
ಪಯಾಂಬುಧಿಗಳು,ಯಾಂಬುಧಿಗಳು
ಪಳ್ಳಿಗ,ಳ್ಳಿಗ
ಪುಡಿಗಳು,ುಡಿಗಳು
ಪದುಳಂಬಡೆ,ದುಳಂಬಡೆ
ಪಟ್ಟುಬಿಡದ,ಟ್ಟುಬಿಡದ
ಪಾಲುಮಾಡಿಕೊ,ಾಲುಮಾಡಿಕೊ
ಪಿಡಿವಡೆ,ಿಡಿವಡೆ
ಪಂಚಮಹಾಭೂತಗಳು,ಂಚಮಹಾಭೂತಗಳು
ಪವಡಿಸು,ವಡಿಸು
ಪೋಕತನ,ೋಕತನ
ಪಂಥಗಾರಿಕೆಗಳು,ಂಥಗಾರಿಕೆಗಳು
ಪದಿನಾಲ್ಕು,ದಿನಾಲ್ಕು
ಪರಾರ್ಥಸಾಧಕತನ,ರಾರ್ಥಸಾಧಕತನ
ಪೆಂಡಿ,ೆಂಡಿ
ಪ್ರಕ್ಯಾತನಾದ,್ರಕ್ಯಾತನಾದ
ಪೊಂಗನ್ನಡಿಗಳು,ೊಂಗನ್ನಡಿಗಳು
ಪಾಣಿಪಂಚೆ,ಾಣಿಪಂಚೆ
ಪದಧೂಳಿಗಳು,ದಧೂಳಿಗಳು
ಪರಪಾಟಕ,ರಪಾಟಕ
ಪದವೀವೃದ್ಧಿ,ದವೀವೃದ್ಧಿ
ಪಿಂಡಿವಾಳ,ಿಂಡಿವಾಳ
ಪಟ್ಟುಹಾಕು,ಟ್ಟುಹಾಕು
ಪರಿಯನ್ತ,ರಿಯನ್ತ
ಪಡೆದುಕೊಳ್ಳು,ಡೆದುಕೊಳ್ಳು
ಪುಳು,ುಳು
ಪರಿಹರಿಸುವವ,ರಿಹರಿಸುವವ
ಪಿನ್ದುಗೆಯ್,ಿನ್ದುಗೆಯ್
ಪಾದರಾಜೀವ,ಾದರಾಜೀವ
ಪ್ರಕೃತಿಯವನು,್ರಕೃತಿಯವನು
ಪಡೆವಾತು,ಡೆವಾತು
ಪ್ರಾರಬ್ದ,್ರಾರಬ್ದ
ಪರೀಕ್ಷೆಮಾಡು,ರೀಕ್ಷೆಮಾಡು
ಪುಗುಳೇಳ್,ುಗುಳೇಳ್
ಪಡಿಗಗಳು,ಡಿಗಗಳು
ಪ್ರತಿವಾದಿಗಳ,್ರತಿವಾದಿಗಳ
ಪುಷ್ಯರಾಗಮು,ುಷ್ಯರಾಗಮು
ಪುಸ್ತಕದಿಂದ,ುಸ್ತಕದಿಂದ
ಪರಿಧೌತ,ರಿಧೌತ
ಪವಮಾನನ೦ದನನ,ವಮಾನನ೦ದನನ
ಪೊರಂಗುಟ್ಟು,ೊರಂಗುಟ್ಟು
ಪ್ರತಿಪಾದಿಂಚು,್ರತಿಪಾದಿಂಚು
ಪಂಚರು,ಂಚರು
ಪೆಂಗ,ೆಂಗ
ಪ್ರಾಲೇಯ,್ರಾಲೇಯ
ಪೊಳೆಪಿಡು,ೊಳೆಪಿಡು
ಪೆಣ,ೆಣ
ಪುಟದ,ುಟದ
ಪದುಳಿಸು,ದುಳಿಸು
ಪುರಂದರಗಡ,ುರಂದರಗಡ
ಪತಗಳು,ತಗಳು
ಪಾಲುವನ್ತಿಗೆ,ಾಲುವನ್ತಿಗೆ
ಪೋತಗಳು,ೋತಗಳು
ಪೆರ್ಬೆಳಸು,ೆರ್ಬೆಳಸು
ಪಿಜ್ಜ,ಿಜ್ಜ
ಪಯೋಧರಗಳು,ಯೋಧರಗಳು
ಪ್ರದರ್ಶನಕ್ಕೋಸ್ಕರ,್ರದರ್ಶನಕ್ಕೋಸ್ಕರ
ಪ್ರಾರ್ಥನೆ,್ರಾರ್ಥನೆ
ಪುರಾಣಕಾವ್ಯ,ುರಾಣಕಾವ್ಯ
ಪುಕಾರು,ುಕಾರು
ಪಲಕಾಲ,ಲಕಾಲ
ಪಲ್ಯ,ಲ್ಯ
ಪಟ್ಟಸ,ಟ್ಟಸ
ಪಾಳಿ,ಾಳಿ
ಪೆಗಲ್ವೊರೆ,ೆಗಲ್ವೊರೆ
ಪಕ್ಕರಿಕೆ,ಕ್ಕರಿಕೆ
ಪರಿಕರಗಳು,ರಿಕರಗಳು
ಪರಿಷ್ಕಾರಕ,ರಿಷ್ಕಾರಕ
ಪರ್ವತಕ್ಕೆ,ರ್ವತಕ್ಕೆ
ಪಾಟಸೂಚಿಕೆ,ಾಟಸೂಚಿಕೆ
ಪ್ರಸಿದ್ದಪಡಿಸು,್ರಸಿದ್ದಪಡಿಸು
ಪೂರ್ಣಗೊಣ್ಡುದು,ೂರ್ಣಗೊಣ್ಡುದು
ಪ್ರತಿನಿತ್ಯದ,್ರತಿನಿತ್ಯದ
ಪರೇತ,ರೇತ
ಪುಗುಳ್ಗುತ್ತ,ುಗುಳ್ಗುತ್ತ
ಪ್ರಮಾಣಬದ್ಧವಾದುದು,್ರಮಾಣಬದ್ಧವಾದುದು
ಪ್ರಭೂಷ,್ರಭೂಷ
ಪದಕ,,ದಕ,
ಪೊದರ್ವಡೆ,ೊದರ್ವಡೆ
ಪಾರ್ಶ್ವಗಳು,ಾರ್ಶ್ವಗಳು
ಪ್ರಾಣಿಸಙ್ಗ್ರಹ,್ರಾಣಿಸಙ್ಗ್ರಹ
ಪಿರಮಿಡ್ಡಿನ,ಿರಮಿಡ್ಡಿನ
ಪಗರಣ,ಗರಣ
ಪಾರಿವೆಣ್,ಾರಿವೆಣ್
ಪರದೇಶಿ,ರದೇಶಿ
ಪೊಕ್ಕುಳಪೂ,ೊಕ್ಕುಳಪೂ
ಪಣ್ಟೆ,ಣ್ಟೆ
ಪೊದೆಗಳಿರುವ,ೊದೆಗಳಿರುವ
ಪಂಥೀಯಗಳು,ಂಥೀಯಗಳು
ಪ್ರತಿಭಟಿಸದಿರುವ,್ರತಿಭಟಿಸದಿರುವ
ಪಳು,ಳು
ಪಶುಸಂಪತ್ತು,ಶುಸಂಪತ್ತು
ಪೂರ್ಣಗ್ರಹಣ,ೂರ್ಣಗ್ರಹಣ
ಪತ್ಯೇಕ,ತ್ಯೇಕ
ಪೊಂಬುಟ್ಟಿ,ೊಂಬುಟ್ಟಿ
ಪೀಠಾಧಿಪತಿಗಳು,ೀಠಾಧಿಪತಿಗಳು
ಪೂರ್ಣಾವದಿಯ,ೂರ್ಣಾವದಿಯ
ಪಿನ್ಪಗಲು,ಿನ್ಪಗಲು
ಪಂತಾನುಯಾಯಿ,ಂತಾನುಯಾಯಿ
ಪರಿಭ್ರಮಿಸುವ,ರಿಭ್ರಮಿಸುವ
ಪಾದತ್ರಾಣ,ಾದತ್ರಾಣ
ಪೆರ್ವಾರ್ವ,ೆರ್ವಾರ್ವ
ಪ್ರಮಾದ,್ರಮಾದ
ಪೈಪೋಟಿಯು,ೈಪೋಟಿಯು
ಪ್ರತಿಬನ್ದಗಳು,್ರತಿಬನ್ದಗಳು
ಪಬ್ಲಿಕ್‌,ಬ್ಲಿಕ್‌
ಪ್ರಯೋಗಿಸುವಿಕೆ,್ರಯೋಗಿಸುವಿಕೆ
ಪಾರುವ,ಾರುವ
ಪೀಚಾ,ೀಚಾ
ಪಟಸ್ತಮ್ಭ,ಟಸ್ತಮ್ಭ
ಪುಣ್ಯಪಲ,ುಣ್ಯಪಲ
ಪೊಮ್ಮಗಿಲ್,ೊಮ್ಮಗಿಲ್
ಪ್ರತಿಕ್ರಿಯೆಗೆ,್ರತಿಕ್ರಿಯೆಗೆ
ಪಟ್ಟಲ್,ಟ್ಟಲ್
ಪೊಸಕನ್ನಡ,ೊಸಕನ್ನಡ
ಪೊಳ್ತಡೆ,ೊಳ್ತಡೆ
ಪಾಟಿಕಲ್ಲು,ಾಟಿಕಲ್ಲು
ಪಲಸಿನ,ಲಸಿನ
ಪರಾಕಾಷ್ಠೆಗಳು,ರಾಕಾಷ್ಠೆಗಳು
ಪಕ್ಷಾಬಿಮಾನಿ,ಕ್ಷಾಬಿಮಾನಿ
ಪ್ರೇಮಚೇಷ್ಟೆ,್ರೇಮಚೇಷ್ಟೆ
ಪ್ರಬಾವಲಯ,್ರಬಾವಲಯ
ಪೆಂಪುವೆರು,ೆಂಪುವೆರು
ಪಾಟಳಿ,ಾಟಳಿ
ಪೆರ್ಮೆಯೊಡೆಯ,ೆರ್ಮೆಯೊಡೆಯ
ಪೊಮ್ಬಟ್ಟೆ,ೊಮ್ಬಟ್ಟೆ
ಪ್ರಗಣ,್ರಗಣ
ಪಡಿಪಾಟಲುಗಳು,ಡಿಪಾಟಲುಗಳು
ಪಡೆದು,ಡೆದು
ಪಾಂಡುಕಂಬಲ,ಾಂಡುಕಂಬಲ
ಪೀಚ್,ೀಚ್
ಪುಲ್ಲಲೋಚನೆ,ುಲ್ಲಲೋಚನೆ
ಪಣಿಗೆ,ಣಿಗೆ
ಪಾತಾಲಭೇದಿ,ಾತಾಲಭೇದಿ
ಪ್ರತ್ಯುಕ್ತಿ,್ರತ್ಯುಕ್ತಿ
ಪಾರ್ವತೀನಂದನ,ಾರ್ವತೀನಂದನ
ಪಕ್ಷಿಶಾಸ್ತ್ರಗಳು,ಕ್ಷಿಶಾಸ್ತ್ರಗಳು
ಪಡೆಗೆ,ಡೆಗೆ
ಪಞ್ಚಾಮೃತ,ಞ್ಚಾಮೃತ
ಪೊಂದೇರು,ೊಂದೇರು
ಪಡ್ಡುಗಳು.,ಡ್ಡುಗಳು.
ಪಾದದಲಿ,ಾದದಲಿ
ಪಾಣ್ಡಿತ್ಯವನ್ನುಳ್ಳವನು,ಾಣ್ಡಿತ್ಯವನ್ನುಳ್ಳವನು
ಪರಿಚಾರಕಗಳು,ರಿಚಾರಕಗಳು
ಪುನರೂರ್ಜಿತವಾಗು,ುನರೂರ್ಜಿತವಾಗು
ಪ್ರಾಸಕ್ಕಾಗಿ,್ರಾಸಕ್ಕಾಗಿ
ಪ್ರದೇಶವನ್ನು,್ರದೇಶವನ್ನು
ಪಾಪಗಳ,ಾಪಗಳ
ಪ್ರಾಣಿ,್ರಾಣಿ
ಪಾತ್ರವಾದ,ಾತ್ರವಾದ
ಪಗಡೆಯಾಟದಲ್ಲಿ,ಗಡೆಯಾಟದಲ್ಲಿ
ಪರಾಬವಗೊಳ್ಳು,ರಾಬವಗೊಳ್ಳು
ಪಡಪಾ,ಡಪಾ
ಪ್ರತಿಜ್ಞಾವಿಧಿ,್ರತಿಜ್ಞಾವಿಧಿ
ಪೊಮ್ಬಕ್ಕಿ,ೊಮ್ಬಕ್ಕಿ
